     18-36 =        0
     18-37 =        0
     18-38 =        0
     18-39 =        0
     18-40 =    1.672
     19-19 =        0
     19-20 =        0
     19-21 =        0
     19-22 =        0
     19-23 =        0
     19-24 =        0
     19-25 =        0
     19-26 =        0
     19-27 =        0
     19-28 =        0
     19-29 =        0
     19-30 =        0
     19-31 =        0
     19-32 =        0
     19-33 =        0
     19-34 =        0
     19-35 =        0
     19-36 =        0
     19-37 =        0
     19-38 =        0
     19-39 =        0
     19-40 =   -3.896
     20-20 =        0
     20-21 =        0
     20-22 =        0
     20-23 =        0
     20-24 =        0
     20-25 =        0
     20-26 =        0
     20-27 =        0
     20-28 =        0
     20-29 =        0
     20-30 =        0
     20-31 =        0
     20-32 =        0
     20-33 =        0
     20-34 =        0
     20-35 =        0
     20-36 =        0
     20-37 =        0
     20-38 =        0
     20-39 =        0
     20-40 =        0
     21-21 =        0
     21-22 =        0
     21-23 =        0
     21-24 =        0
     21-25 =        0
     21-26 =        0
     21-27 =        0
     21-28 =        0
     21-29 =        0
     21-30 =        0
     21-31 =        0
     21-32 =        0
     21-33 =        0
     21-34 =        0
     21-35 =        0
     21-36 =        0
     21-37 =        0
     21-38 =        0
     21-39 =        0
     21-40 =        0
     22-22 =        0
     22-23 =        0
     22-24 =        0
     22-25 =        0
     22-26 =        0
     22-27 =        0
     22-28 =    3.823
     22-29 =        0
     22-30 =        0
     22-31 =        0
     22-32 =        0
     22-33 =        0
     22-34 =        0
     22-35 =        0
     22-36 =        0
     22-37 =        0
     22-38 =        0
     22-39 =        0
     22-40 =    4.947
     23-23 =    2.225
     23-24 =    3.706
     23-25 =        0
     23-26 =        0
     23-27 =        0
     23-28 =        0
     23-29 =        0
     23-30 =        0
     23-31 =        0
     23-32 =        0
     23-33 =        0
     23-34 =        0
     23-35 =        0
     23-36 =        0
     23-37 =        0
     23-38 =        0
     23-39 =        0
     23-40 =   0.3012
     24-24 =        0
     24-25 =        0
     24-26 =        0
     24-27 =        0
     24-28 =        0
     24-29 =        0
     24-30 =        0
     24-31 =        0
     24-32 =        0
     24-33 =        0
     24-34 =        0
     24-35 =        0
     24-36 =        0
     24-37 =        0
     24-38 =        0
     24-39 =        0
     24-40 =  0.09138
     25-25 =    1.474
     25-26 =        0
     25-27 =        0
     25-28 =        0
     25-29 =        0
     25-30 =        0
     25-31 =        0
     25-32 =        0
     25-33 =        0
     25-34 =        0
     25-35 =        0
     25-36 =        0
     25-37 =        0
     25-38 =        0
     25-39 =        0
     25-40 =   0.3877
     26-26 =        0
     26-27 =        0
     26-28 =        0
     26-29 =        0
     26-30 =        0
     26-31 =        0
     26-32 =        0
     26-33 =        0
     26-34 =        0
     26-35 =        0
     26-36 =        0
     26-37 =        0
     26-38 =        0
     26-39 =        0
     26-40 =        0
     27-27 =        0
     27-28 =        0
     27-29 =        0
     27-30 =        0
     27-31 =        0
     27-32 =        0
     27-33 =        0
     27-34 =        0
     27-35 =        0
     27-36 =        0
     27-37 =        0
     27-38 =        0
     27-39 =        0
     27-40 =        0
     28-28 =        0
     28-29 =        0
     28-30 =        0
     28-31 =        0
     28-32 =        0
     28-33 =        0
     28-34 =        0
     28-35 =        0
     28-36 =        0
     28-37 =        0
     28-38 =        0
     28-39 =        0
     28-40 =        0
     29-29 =        0
     29-30 =        0
     29-31 =        0
     29-32 =        0
     29-33 =        0
     29-34 =        0
     29-35 =        0
     29-36 =        0
     29-37 =        0
     29-38 =        0
     29-39 =        0
     29-40 =        0
     30-30 =        0
     30-31 =        0
     30-32 =        0
     30-33 =        0
     30-34 =        0
     30-35 =        0
     30-36 =        0
     30-37 =        0
     30-38 =        0
     30-39 =        0
     30-40 =        0
     31-31 =        0
     31-32 =        0
     31-33 =        0
     31-34 =        0
     31-35 =        0
     31-36 =        0
     31-37 =        0
     31-38 =        0
     31-39 =        0
     31-40 =        0
     32-32 =        0
     32-33 =        0
     32-34 =        0
     32-35 =        0
     32-36 =        0
     32-37 =        0
     32-38 =        0
     32-39 =        0
     32-40 =        0
     33-33 =        0
     33-34 =        0
     33-35 =        0
     33-36 =        0
     33-37 =        0
     33-38 =        0
     33-39 =        0
     33-40 =        0
     34-34 =        0
     34-35 =        0
     34-36 =        0
     34-37 =        0
     34-38 =        0
     34-39 =        0
     34-40 =        0
     35-35 =        0
     35-36 =        0
     35-37 =        0
     35-38 =        0
     35-39 =        0
     35-40 =        0
     36-36 =        0
     36-37 =        0
     36-38 =        0
     36-39 =        0
     36-40 =        0
     37-37 =        0
     37-38 =        0
     37-39 =        0
     37-40 =        0
     38-38 =        0
     38-39 =        0
     38-40 =        0
     39-39 =        0
     39-40 =        0
     40-40 =        0
